Province,Municipality,Month,South-facing with vertical (90 degrees) tilt,South-facing with latitude tilt,South-facing with tilt=latitude+15 degrees,South-facing with tilt=latitude-15 degrees,2-axis tracking,Horizontal (0 degree),address,latitude,longitude
Saskatchewan,Flaxcombe,Annual,3.84,4.92,4.67,4.91,7.05,3.69,"Flaxcombe, Saskatchewan",51.4757271,-109.6026589
Saskatchewan,Foam Lake,Annual,3.76,4.79,4.56,4.78,6.91,3.57,"Foam Lake, Saskatchewan",51.647238,-103.5315944
Saskatchewan,Fond-du-Lac,Annual,3.47,4.17,3.93,4.19,6.22,3.07,"Fond-du-Lac, Saskatchewan",59.328286,-107.189484
Saskatchewan,Fort Qu'Appelle,Annual,3.82,4.91,4.67,4.89,7.07,3.65,"Fort Qu'Appelle, Saskatchewan",50.7719106,-103.7958877
Saskatchewan,Fort San,Annual,3.82,4.9,4.67,4.88,7.06,3.65,"Fort San, Saskatchewan",50.8025475,-103.8265928
Saskatchewan,Fox Valley,Annual,3.83,4.97,4.72,4.96,7.11,3.77,"Fox Valley, Saskatchewan",50.466667,-109.483333
Saskatchewan,Francis,Annual,3.86,4.99,4.75,4.96,7.17,3.71,"Francis, Saskatchewan",50.1016225,-103.8670091
Saskatchewan,Frenchman Butte,Annual,3.71,4.66,4.42,4.66,6.74,3.5,"Frenchman Butte, Saskatchewan",53.5962735,-109.5710366
Saskatchewan,Frobisher,Annual,3.87,5.03,4.8,5.0,7.21,3.74,"Frobisher, Saskatchewan",49.2083214,-102.4277764
Saskatchewan,Frontier,Annual,3.8,5.01,4.76,5.0,7.16,3.86,"Frontier, Saskatchewan",49.2061064,-108.5675445
Saskatchewan,Gainsborough,Annual,3.86,5.02,4.79,4.99,7.18,3.73,"Gainsborough, Saskatchewan",49.1775531,-101.4499529
Saskatchewan,Gerald,Annual,3.79,4.86,4.63,4.84,6.97,3.62,"Gerald, Saskatchewan",50.6667092,-101.7952
Saskatchewan,Glaslyn,Annual,3.77,4.73,4.49,4.72,6.83,3.5,"Glaslyn, Saskatchewan",53.3608648,-108.3566354
Saskatchewan,Glen Ewen,Annual,3.86,5.03,4.79,5.0,7.2,3.74,"Glen Ewen, Saskatchewan",49.2060047,-102.0133789
Saskatchewan,Glenavon,Annual,3.83,4.94,4.71,4.92,7.11,3.68,"Glenavon, Saskatchewan",50.1970521,-103.1385703
Saskatchewan,Golden Prairie,Annual,3.82,4.97,4.73,4.96,7.11,3.78,"Golden Prairie, Saskatchewan",50.2209935,-109.6302578
Saskatchewan,Goodeve,Annual,3.77,4.83,4.59,4.81,6.94,3.6,"Goodeve, Saskatchewan",51.0593378,-103.1829681
Saskatchewan,Goodsoil,Annual,3.66,4.57,4.34,4.57,6.64,3.42,"Goodsoil, Saskatchewan",54.399722,-109.226111
Saskatchewan,Goodwater,Annual,3.87,5.04,4.8,5.01,7.24,3.76,"Goodwater, Saskatchewan",49.3960527,-103.7052643
Saskatchewan,Govan,Annual,3.84,4.91,4.67,4.89,7.07,3.64,"Govan, Saskatchewan",51.3111278,-104.9928117
Saskatchewan,Gravelbourg,Annual,3.81,4.98,4.73,4.96,7.14,3.77,"Gravelbourg, Saskatchewan",49.8751033,-106.5557573
Saskatchewan,Gray,Annual,3.85,4.98,4.74,4.96,7.17,3.71,"Gray, Saskatchewan",50.1713141,-104.4469402
Saskatchewan,Grayson,Annual,3.8,4.87,4.64,4.85,7.01,3.63,"Grayson, Saskatchewan",50.7200242,-102.6430165
Saskatchewan,Green Lake,Annual,3.73,4.64,4.4,4.63,6.73,3.42,"Green Lake, Saskatchewan",54.2916374,-107.7926027
Saskatchewan,Grenfell,Annual,3.82,4.92,4.68,4.89,7.07,3.66,"Grenfell, Saskatchewan",50.411344,-102.9300253
Saskatchewan,Griffin,Annual,3.86,5.01,4.77,4.98,7.2,3.73,"Griffin, Saskatchewan",49.6662527,-103.432141
Saskatchewan,Gronlid,Annual,3.71,4.67,4.44,4.66,6.75,3.47,"Gronlid, Saskatchewan",53.1013437,-104.4649062
Saskatchewan,Gull Lake,Annual,3.8,4.95,4.71,4.94,7.08,3.78,"Gull Lake, Saskatchewan",50.0958306,-108.4829951
Saskatchewan,Hafford,Annual,3.85,4.84,4.6,4.82,6.97,3.55,"Hafford, Saskatchewan",52.7256333,-107.3519145
Saskatchewan,Hague,Annual,3.86,4.86,4.62,4.84,7.0,3.55,"Hague, Saskatchewan",52.511206,-106.417694
Saskatchewan,Halbrite,Annual,3.86,5.03,4.79,5.0,7.22,3.75,"Halbrite, Saskatchewan",49.4877292,-103.559311
Saskatchewan,Hanley,Annual,3.88,4.94,4.7,4.92,7.11,3.64,"Hanley, Saskatchewan",51.6290586,-106.4385372
Saskatchewan,Harris,Annual,3.87,4.93,4.69,4.92,7.09,3.65,"Harris, Saskatchewan",51.7349299,-107.5835975
Saskatchewan,Hazlet,Annual,3.81,4.96,4.71,4.95,7.09,3.76,"Hazlet, Saskatchewan",50.4003713,-108.5915234
Saskatchewan,Hepburn,Annual,3.87,4.87,4.63,4.85,7.01,3.56,"Hepburn, Saskatchewan",52.524577,-106.732178
Saskatchewan,Herbert,Annual,3.82,4.96,4.71,4.94,7.1,3.75,"Herbert, Saskatchewan",50.4263165,-107.2201894
Saskatchewan,Hitchcock,Annual,3.87,5.04,4.8,5.01,7.23,3.76,"Hitchcock, Saskatchewan",49.2229649,-103.124177
Saskatchewan,Hodgeville,Annual,3.81,4.97,4.72,4.95,7.12,3.76,"Hodgeville, Saskatchewan",50.1137451,-106.963417
Saskatchewan,Holdfast,Annual,3.85,4.95,4.71,4.93,7.12,3.68,"Holdfast, Saskatchewan",50.9582535,-105.4215601
Saskatchewan,Hudson Bay,Annual,3.6,4.57,4.33,4.56,6.57,3.45,"Hudson Bay, Saskatchewan",52.8565978,-102.3968073
Saskatchewan,Humboldt,Annual,3.81,4.83,4.59,4.81,6.96,3.56,"Humboldt, Saskatchewan",52.202009,-105.1230368
Saskatchewan,Hyas,Annual,3.68,4.68,4.45,4.67,6.72,3.51,"Hyas, Saskatchewan",51.8941188,-102.2611679
Saskatchewan,Ãle-Ã -la-Crosse,Annual,3.63,4.48,4.25,4.49,6.55,3.33,"Ãle-Ã -la-Crosse, Saskatchewan",,
Saskatchewan,Imperial,Annual,3.85,4.93,4.69,4.91,7.09,3.65,"Imperial, Saskatchewan",51.3475539,-105.4399899
Saskatchewan,Indian Head,Annual,3.83,4.92,4.69,4.9,7.08,3.66,"Indian Head, Saskatchewan",50.533333,-103.666667
Saskatchewan,Invermay,Annual,3.73,4.75,4.51,4.73,6.84,3.55,"Invermay, Saskatchewan",51.8051183,-103.1549282
Saskatchewan,Ituna,Annual,3.77,4.83,4.59,4.81,6.95,3.6,"Ituna, Saskatchewan",51.1705706,-103.4957562
Saskatchewan,Jans Bay,Annual,3.65,4.52,4.28,4.52,6.59,3.35,"Jans Bay, Saskatchewan",55.1441768,-108.1210896
Saskatchewan,Jansen,Annual,3.81,4.85,4.61,4.83,6.99,3.59,"Jansen, Saskatchewan",51.7866985,-104.7152855
Saskatchewan,Kamsack,Annual,3.71,4.74,4.51,4.72,6.79,3.55,"Kamsack, Saskatchewan",51.5645433,-101.8953088
Saskatchewan,Kelliher,Annual,3.78,4.83,4.6,4.81,6.96,3.6,"Kelliher, Saskatchewan",51.266667,-103.733333
Saskatchewan,Kelvington,Annual,3.71,4.71,4.48,4.7,6.79,3.52,"Kelvington, Saskatchewan",52.1643973,-103.5228082
Saskatchewan,Kenaston,Annual,3.87,4.94,4.7,4.92,7.1,3.65,"Kenaston, Saskatchewan",51.5012245,-106.2698485
Saskatchewan,Kennedy,Annual,3.83,4.94,4.71,4.91,7.09,3.67,"Kennedy, Saskatchewan",50.0136078,-102.3477798
Saskatchewan,Kenosee Lake,Annual,3.83,4.95,4.72,4.92,7.09,3.68,"Kenosee Lake, Saskatchewan",49.8339235,-102.2850496
Saskatchewan,Kerrobert,Annual,3.83,4.88,4.64,4.87,7.01,3.65,"Kerrobert, Saskatchewan",51.9158875,-109.1365445
Saskatchewan,Kincaid,Annual,3.8,4.98,4.74,4.97,7.14,3.8,"Kincaid, Saskatchewan",49.6691769,-107.0063462
Saskatchewan,Kindersley,Annual,3.84,4.92,4.68,4.91,7.06,3.69,"Kindersley, Saskatchewan",51.4687094,-109.1581355
Saskatchewan,Kinistino,Annual,3.77,4.74,4.5,4.72,6.84,3.49,"Kinistino, Saskatchewan",52.952775,-105.029297
Saskatchewan,Kipling,Annual,3.83,4.94,4.71,4.91,7.09,3.67,"Kipling, Saskatchewan",50.1001332,-102.6331656
Saskatchewan,Kisbey,Annual,3.85,5.0,4.76,4.97,7.17,3.72,"Kisbey, Saskatchewan",49.6474029,-102.6779001
Saskatchewan,Kronau,Annual,3.85,4.97,4.73,4.94,7.15,3.7,"Kronau, Saskatchewan",50.306013,-104.2950163
Saskatchewan,Kyle,Annual,3.84,4.95,4.71,4.94,7.09,3.73,"Kyle, Saskatchewan",50.8299317,-108.0407186
Saskatchewan,La Loche,Annual,3.53,4.33,4.1,4.35,6.38,3.25,"La Loche, Saskatchewan",56.483729,-109.433441
Saskatchewan,La Ronge,Annual,3.6,4.46,4.23,4.46,6.48,3.3,"La Ronge, Saskatchewan",55.1005283,-105.2900485
Saskatchewan,Lafleche,Annual,3.81,4.99,4.74,4.97,7.14,3.78,"Lafleche, Saskatchewan",49.7036348,-106.57474
Saskatchewan,Laird,Annual,3.85,4.84,4.6,4.82,6.97,3.54,"Laird, Saskatchewan",52.7118212,-106.5863796
Saskatchewan,Lake Alma,Annual,3.86,5.05,4.81,5.02,7.25,3.78,"Lake Alma, Saskatchewan",49.0802413,-104.2014107
Saskatchewan,Lake Lenore,Annual,3.79,4.8,4.56,4.78,6.92,3.54,"Lake Lenore, Saskatchewan",52.3961594,-104.9835619
Saskatchewan,Lampman,Annual,3.86,5.02,4.78,4.99,7.2,3.73,"Lampman, Saskatchewan",49.3783154,-102.7559587
Saskatchewan,Landis,Annual,3.83,4.86,4.62,4.85,6.99,3.61,"Landis, Saskatchewan",52.2,-108.45
Saskatchewan,Lang,Annual,3.85,5.0,4.76,4.97,7.18,3.73,"Lang, Saskatchewan",49.9189149,-104.3715121
Saskatchewan,Langenburg,Annual,3.78,4.84,4.61,4.82,6.94,3.61,"Langenburg, Saskatchewan",50.8417915,-101.701553
Saskatchewan,Langham,Annual,3.88,4.9,4.66,4.88,7.05,3.59,"Langham, Saskatchewan",52.3589136,-106.9597961
Saskatchewan,Lanigan,Annual,3.82,4.86,4.62,4.84,7.01,3.59,"Lanigan, Saskatchewan",51.8457609,-105.033137
Saskatchewan,Lashburn,Annual,3.74,4.71,4.48,4.71,6.8,3.53,"Lashburn, Saskatchewan",53.1238209,-109.6135196
Saskatchewan,Leader,Annual,3.84,4.95,4.71,4.95,7.09,3.74,"Leader, Saskatchewan",50.8878217,-109.5449145
Saskatchewan,Leask,Annual,3.83,4.8,4.56,4.78,6.92,3.51,"Leask, Saskatchewan",53.0199419,-106.7412315
Saskatchewan,Lemberg,Annual,3.8,4.88,4.65,4.86,7.02,3.64,"Lemberg, Saskatchewan",50.7256889,-103.2045147
Saskatchewan,Leoville,Annual,3.77,4.71,4.48,4.7,6.81,3.46,"Leoville, Saskatchewan",53.633333,-107.55
Saskatchewan,Leroy,Annual,3.8,4.82,4.58,4.8,6.95,3.57,"Leroy, Saskatchewan",52.0022724,-104.740329
Saskatchewan,Lestock,Annual,3.79,4.85,4.61,4.83,6.98,3.6,"Lestock, Saskatchewan",51.3109558,-103.979858
Saskatchewan,Limerick,Annual,3.81,4.99,4.74,4.97,7.15,3.78,"Limerick, Saskatchewan",49.6534232,-106.268567
Saskatchewan,Lintlaw,Annual,3.7,4.71,4.47,4.7,6.78,3.52,"Lintlaw, Saskatchewan",52.0650705,-103.2431466
Saskatchewan,Lipton,Annual,3.81,4.88,4.65,4.86,7.03,3.63,"Lipton, Saskatchewan",50.9014244,-103.8507337
Saskatchewan,Livelong,Annual,3.75,4.71,4.47,4.7,6.8,3.5,"Livelong, Saskatchewan",53.45,-108.7
Saskatchewan,Lloydminster,Annual,3.71,4.67,4.44,4.68,6.75,3.52,"Lloydminster, Saskatchewan",53.2816669,-109.98633896592374
Saskatchewan,Loon Lake,Annual,3.69,4.61,4.38,4.62,6.69,3.45,"Loon Lake, Saskatchewan",54.025278,-109.160556
Saskatchewan,Loreburn,Annual,3.87,4.96,4.72,4.94,7.13,3.68,"Loreburn, Saskatchewan",51.2300118,-106.5984974
Saskatchewan,Love,Annual,3.66,4.6,4.36,4.59,6.64,3.43,"Love, Saskatchewan",53.4853689,-104.1651802
Saskatchewan,Lucky Lake,Annual,3.85,4.96,4.72,4.94,7.12,3.71,"Lucky Lake, Saskatchewan",50.9850216,-107.1373209
Saskatchewan,Lumsden,Annual,3.85,4.96,4.72,4.94,7.14,3.69,"Lumsden, Saskatchewan",50.6463023,-104.8659356
Saskatchewan,Luseland,Annual,3.81,4.85,4.61,4.84,6.97,3.63,"Luseland, Saskatchewan",52.0822656,-109.3909618
Saskatchewan,Macdowall,Annual,3.81,4.78,4.54,4.76,6.89,3.5,"Macdowall, Saskatchewan",53.0158607,-106.0134058
Saskatchewan,Macklin,Annual,3.77,4.79,4.56,4.79,6.88,3.6,"Macklin, Saskatchewan",52.3368517,-109.9441992
Saskatchewan,Macoun,Annual,3.86,5.03,4.8,5.0,7.22,3.75,"Macoun, Saskatchewan",49.3157074,-103.2628274
Saskatchewan,Macrorie,Annual,3.87,4.96,4.72,4.94,7.12,3.68,"Macrorie, Saskatchewan",51.3268221,-107.0853551
Saskatchewan,Maidstone,Annual,3.76,4.73,4.5,4.73,6.83,3.53,"Maidstone, Saskatchewan",53.0862269,-109.2960964
Saskatchewan,Major,Annual,3.82,4.87,4.63,4.87,6.99,3.65,"Major, Saskatchewan",51.8726933,-109.6164202
Saskatchewan,Makwa,Annual,3.7,4.63,4.4,4.63,6.71,3.45,"Makwa, Saskatchewan",54.006389,-108.906667
Saskatchewan,Mankota,Annual,3.8,5.0,4.75,4.99,7.16,3.82,"Mankota, Saskatchewan",49.2584301,-107.0200906
Saskatchewan,Manor,Annual,3.85,4.99,4.76,4.96,7.15,3.71,"Manor, Saskatchewan",49.6048061,-102.0858736
Saskatchewan,Maple Creek,Annual,3.8,4.98,4.73,4.97,7.11,3.8,"Maple Creek, Saskatchewan",49.9056917,-109.4800219
Saskatchewan,Marcelin,Annual,3.84,4.81,4.58,4.8,6.94,3.52,"Marcelin, Saskatchewan",52.9264436,-106.7910341
Saskatchewan,Margo,Annual,3.73,4.76,4.52,4.74,6.85,3.55,"Margo, Saskatchewan",51.8257178,-103.3369483
Saskatchewan,Marieval,Annual,3.81,4.9,4.67,4.88,7.04,3.65,"Marieval, Saskatchewan",,
Saskatchewan,Marsden,Annual,3.76,4.75,4.52,4.75,6.85,3.57,"Marsden, Saskatchewan",52.8415045,-109.8267711
Saskatchewan,Marshall,Annual,3.73,4.7,4.46,4.7,6.78,3.53,"Marshall, Saskatchewan",53.1928127,-109.7782537
Saskatchewan,Martensville,Annual,3.88,4.9,4.67,4.89,7.07,3.59,"Martensville, Saskatchewan",52.2903172,-106.662554
Saskatchewan,Maryfield,Annual,3.83,4.95,4.72,4.92,7.08,3.68,"Maryfield, Saskatchewan",49.8363146,-101.5247956
Saskatchewan,Maymont,Annual,3.84,4.84,4.6,4.82,6.96,3.56,"Maymont, Saskatchewan",52.5640249,-107.7075676
Saskatchewan,Mazenod,Annual,3.81,4.98,4.73,4.96,7.14,3.76,"Mazenod, Saskatchewan",49.8599762,-106.21201966964375
Saskatchewan,McLean,Annual,3.82,4.92,4.68,4.89,7.07,3.66,"McLean, Saskatchewan",50.5164046,-104.069864
Saskatchewan,Meadow Lake,Annual,3.72,4.64,4.4,4.64,6.73,3.44,"Meadow Lake, Saskatchewan",54.13026,-108.435059
Saskatchewan,Meath Park,Annual,3.75,4.69,4.46,4.68,6.78,3.45,"Meath Park, Saskatchewan",53.4425547,-105.369233
Saskatchewan,Medstead,Annual,3.78,4.74,4.51,4.73,6.85,3.5,"Medstead, Saskatchewan",53.2980713,-108.0796251
Saskatchewan,Melfort,Annual,3.74,4.72,4.49,4.71,6.82,3.49,"Melfort, Saskatchewan",52.8613707,-104.6135544
Saskatchewan,Melville,Annual,3.78,4.84,4.61,4.82,6.96,3.61,"Melville, Saskatchewan",50.9307241,-102.807296
Saskatchewan,Meota,Annual,3.8,4.78,4.54,4.77,6.89,3.54,"Meota, Saskatchewan",53.0346657,-108.4559976
Saskatchewan,Mervin,Annual,3.76,4.72,4.48,4.72,6.82,3.51,"Mervin, Saskatchewan",53.3349349,-108.8763731
Saskatchewan,Midale,Annual,3.86,5.03,4.79,5.0,7.21,3.75,"Midale, Saskatchewan",49.3947073,-103.4113919
Saskatchewan,Middle Lake,Annual,3.8,4.8,4.56,4.78,6.92,3.53,"Middle Lake, Saskatchewan",52.4817146,-105.303508
Saskatchewan,Milden,Annual,3.87,4.95,4.71,4.93,7.11,3.68,"Milden, Saskatchewan",51.4858925,-107.5200394
Saskatchewan,Milestone,Annual,3.85,4.99,4.75,4.97,7.18,3.73,"Milestone, Saskatchewan",49.9927904,-104.5142534
Saskatchewan,Minton,Annual,3.86,5.05,4.81,5.02,7.24,3.79,"Minton, Saskatchewan",49.1652569,-104.5844059
Saskatchewan,Missinipe,Annual,3.56,4.4,4.16,4.4,6.4,3.27,"Missinipe, Saskatchewan",55.6016368,-104.7709031
Saskatchewan,Mistatim,Annual,3.66,4.62,4.39,4.62,6.66,3.47,"Mistatim, Saskatchewan",52.8733733,-103.364333
Saskatchewan,Mistawasis,Annual,3.81,4.77,4.54,4.76,6.89,3.49,"Mistawasis, Saskatchewan",53.1733863,-106.8063018
Saskatchewan,Monchy,Annual,3.81,5.04,4.79,5.02,7.2,3.88,"Monchy, Saskatchewan",,
Saskatchewan,Montmartre,Annual,3.84,4.95,4.71,4.93,7.12,3.68,"Montmartre, Saskatchewan",50.2176095,-103.4483712
Saskatchewan,Montreal Lake,Annual,3.73,4.65,4.41,4.64,6.73,3.42,"Montreal Lake, Saskatchewan",54.0535649,-105.788676
Saskatchewan,Moose Jaw,Annual,3.85,4.98,4.74,4.96,7.17,3.73,"Moose Jaw, Saskatchewan",50.401515,-105.542908
Saskatchewan,Moosomin,Annual,3.81,4.9,4.68,4.88,7.02,3.65,"Moosomin, Saskatchewan",50.1443787,-101.669059
Saskatchewan,Morse,Annual,3.82,4.96,4.71,4.94,7.1,3.74,"Morse, Saskatchewan",50.5290524,-107.0301035
Saskatchewan,Mossbank,Annual,3.82,4.98,4.73,4.96,7.15,3.75,"Mossbank, Saskatchewan",49.9401556,-105.9625686
Saskatchewan,Muenster,Annual,3.8,4.82,4.58,4.8,6.94,3.55,"Muenster, Saskatchewan",52.1921406,-104.9999067
Saskatchewan,Murraydale,Annual,3.74,4.89,4.65,4.88,6.98,3.75,"Murraydale, Saskatchewan",49.6984036,-109.2801498
Saskatchewan,Naicam,Annual,3.76,4.76,4.52,4.75,6.87,3.53,"Naicam, Saskatchewan",52.4165073,-104.4963287
Saskatchewan,Neilburg,Annual,3.76,4.76,4.52,4.76,6.86,3.56,"Neilburg, Saskatchewan",52.8376602,-109.6279954
Saskatchewan,Neuanlage,Annual,3.86,4.87,4.63,4.85,7.02,3.56,"Neuanlage, Saskatchewan",52.4529175,-106.4677327
Saskatchewan,Neudorf,Annual,3.8,4.88,4.65,4.86,7.02,3.64,"Neudorf, Saskatchewan",50.7136022,-103.0120907
Saskatchewan,Neville,Annual,3.79,4.95,4.71,4.94,7.08,3.78,"Neville, Saskatchewan",49.9628,-107.627388
Saskatchewan,Nipawin,Annual,3.67,4.61,4.37,4.6,6.66,3.44,"Nipawin, Saskatchewan",53.3627879,-104.017425
Saskatchewan,Nokomis,Annual,3.84,4.9,4.66,4.87,7.05,3.62,"Nokomis, Saskatchewan",51.510452,-105.008698
Saskatchewan,Norquay,Annual,3.67,4.67,4.44,4.66,6.71,3.51,"Norquay, Saskatchewan",51.8842262,-102.0907464
Saskatchewan,North Battleford,Annual,3.82,4.82,4.58,4.81,6.94,3.56,"North Battleford, Saskatchewan",52.776186,-108.300476
Saskatchewan,North Portal,Annual,3.87,5.05,4.82,5.02,7.24,3.76,"North Portal, Saskatchewan",49.00145,-102.5480259
Saskatchewan,Northgate,Annual,3.87,5.05,4.82,5.02,7.24,3.76,"Northgate, Saskatchewan",48.9996356,-102.2633008
Saskatchewan,Odessa,Annual,3.84,4.95,4.72,4.93,7.13,3.69,"Odessa, Saskatchewan",50.2834867,-103.7857921
Saskatchewan,Ogema,Annual,3.84,5.01,4.77,4.99,7.2,3.76,"Ogema, Saskatchewan",49.5733921,-104.9147801
Saskatchewan,Ormiston,Annual,3.84,5.0,4.76,4.98,7.18,3.76,"Ormiston, Saskatchewan",49.7370868,-105.3937656
Saskatchewan,Outlook,Annual,3.88,4.95,4.71,4.94,7.12,3.67,"Outlook, Saskatchewan",51.4866125,-107.0610496
Saskatchewan,Oxbow,Annual,3.86,5.02,4.79,5.0,7.2,3.74,"Oxbow, Saskatchewan",49.2298181,-102.173666
Saskatchewan,Paddockwood,Annual,3.75,4.7,4.46,4.68,6.79,3.45,"Paddockwood, Saskatchewan",53.5073657,-105.563887
Saskatchewan,Pakwaw Lake,Annual,3.58,4.52,4.28,4.52,6.51,3.42,"Pakwaw Lake, Saskatchewan",53.4817398,-102.6306666
Saskatchewan,Pangman,Annual,3.85,5.01,4.77,4.98,7.19,3.75,"Pangman, Saskatchewan",49.6468055,-104.65819
Saskatchewan,Paradise Hill,Annual,3.72,4.67,4.44,4.67,6.76,3.5,"Paradise Hill, Saskatchewan",53.4589412,-109.4350548
Saskatchewan,Parkside,Annual,3.81,4.78,4.54,4.76,6.89,3.49,"Parkside, Saskatchewan",53.165741,-106.5327587
Saskatchewan,Parry,Annual,3.85,5.0,4.76,4.98,7.19,3.74,"Parry, Saskatchewan",49.7890244,-104.7204642
Saskatchewan,Patuanak,Annual,3.6,4.43,4.19,4.44,6.49,3.29,"Patuanak, Saskatchewan",55.8965783,-107.7049052
Saskatchewan,Paynton,Annual,3.77,4.75,4.52,4.75,6.86,3.54,"Paynton, Saskatchewan",53.012538,-108.9359258
Saskatchewan,Pelican Narrows,Annual,3.48,4.32,4.09,4.33,6.25,3.28,"Pelican Narrows, Saskatchewan",55.1701849,-102.936328
Saskatchewan,Pelly,Annual,3.67,4.68,4.45,4.66,6.71,3.51,"Pelly, Saskatchewan",51.8531853,-101.9273938
Saskatchewan,Pennant,Annual,3.81,4.95,4.7,4.93,7.08,3.75,"Pennant, Saskatchewan",50.5320035,-108.23326063758819
Saskatchewan,Pense,Annual,3.85,4.98,4.73,4.95,7.16,3.71,"Pense, Saskatchewan",50.4159384,-104.9828583
Saskatchewan,Perdue,Annual,3.87,4.91,4.67,4.9,7.06,3.62,"Perdue, Saskatchewan",52.0561536,-107.5447954
Saskatchewan,Piapot,Annual,3.8,4.96,4.72,4.95,7.09,3.79,"Piapot, Saskatchewan",50.0138804,-109.0752328
Saskatchewan,Pierceland,Annual,3.65,4.56,4.33,4.57,6.62,3.44,"Pierceland, Saskatchewan",54.340278,-109.776944
Saskatchewan,Pilot Butte,Annual,3.84,4.95,4.71,4.93,7.12,3.68,"Pilot Butte, Saskatchewan",50.4785809,-104.4179622
Saskatchewan,Pinehouse,Annual,3.62,4.47,4.23,4.47,6.52,3.3,"Pinehouse, Saskatchewan",55.5180447,-106.574131
Saskatchewan,Plenty,Annual,3.85,4.91,4.67,4.9,7.05,3.66,"Plenty, Saskatchewan",51.7828888,-108.6477388
Saskatchewan,Ponteix,Annual,3.8,4.99,4.74,4.97,7.14,3.81,"Ponteix, Saskatchewan",49.7459773,-107.4880937
Saskatchewan,Porcupine Plain,Annual,3.67,4.65,4.42,4.64,6.7,3.49,"Porcupine Plain, Saskatchewan",52.5991278,-103.255577
Saskatchewan,Preeceville,Annual,3.69,4.7,4.47,4.69,6.76,3.52,"Preeceville, Saskatchewan",51.9553325,-102.6666643
Saskatchewan,Prelate,Annual,3.84,4.96,4.71,4.95,7.1,3.74,"Prelate, Saskatchewan",50.8536853,-109.4056982
Saskatchewan,Prince Albert,Annual,3.79,4.75,4.51,4.73,6.85,3.48,"Prince Albert, Saskatchewan",53.201097,-105.748901
Saskatchewan,Prud'homme,Annual,3.85,4.86,4.62,4.84,7.01,3.56,"Prud'homme, Saskatchewan",52.337043,-105.8934661
Saskatchewan,Punnichy,Annual,3.81,4.86,4.62,4.84,7.0,3.61,"Punnichy, Saskatchewan",51.3714106,-104.2978988
Saskatchewan,Qu'Appelle,Annual,3.82,4.92,4.68,4.89,7.07,3.66,"Qu'Appelle, Saskatchewan",50.5413694,-103.8779412
Saskatchewan,Quill Lake,Annual,3.76,4.78,4.54,4.76,6.89,3.55,"Quill Lake, Saskatchewan",52.0725531,-104.253704
Saskatchewan,Rabbit Lake,Annual,3.8,4.76,4.53,4.75,6.87,3.5,"Rabbit Lake, Saskatchewan",53.1415748,-107.7677162
Saskatchewan,Radisson,Annual,3.86,4.87,4.63,4.85,7.01,3.58,"Radisson, Saskatchewan",52.4610242,-107.3950488
Saskatchewan,Radville,Annual,3.86,5.03,4.79,5.0,7.22,3.76,"Radville, Saskatchewan",49.4629996,-104.2947907
Saskatchewan,Raymore,Annual,3.82,4.87,4.63,4.85,7.02,3.61,"Raymore, Saskatchewan",51.4096252,-104.5292377
Saskatchewan,Red Earth,Annual,3.59,4.53,4.29,4.53,6.53,3.43,"Red Earth, Saskatchewan",53.4569949,-102.8714374
Saskatchewan,Redvers,Annual,3.84,4.98,4.75,4.95,7.13,3.7,"Redvers, Saskatchewan",49.5727567,-101.6979903
Saskatchewan,Regina,Annual,3.85,4.97,4.73,4.94,7.15,3.7,"Regina, Saskatchewan",50.44876,-104.61731
Saskatchewan,Regina Beach,Annual,3.85,4.95,4.71,4.93,7.13,3.68,"Regina Beach, Saskatchewan",50.7911888,-104.9857749
Saskatchewan,Regway,Annual,3.86,5.07,4.82,5.04,7.27,3.81,"Regway, Saskatchewan",,
Saskatchewan,Rhein,Annual,3.74,4.78,4.55,4.76,6.86,3.57,"Rhein, Saskatchewan",51.3543785,-102.1944673
Saskatchewan,Richmound,Annual,3.83,4.97,4.72,4.96,7.1,3.76,"Richmound, Saskatchewan",50.4550371,-109.7555816
Saskatchewan,Riverhurst,Annual,3.85,4.97,4.72,4.95,7.13,3.71,"Riverhurst, Saskatchewan",50.9018837,-106.8691737
Saskatchewan,Robsart,Annual,3.8,5.01,4.76,5.0,7.16,3.85,"Robsart, Saskatchewan",49.3729667,-109.2820011
Saskatchewan,Rocanville,Annual,3.81,4.89,4.66,4.87,7.01,3.64,"Rocanville, Saskatchewan",50.3823771,-101.7000219
Saskatchewan,Roche Percee,Annual,3.88,5.06,4.82,5.03,7.25,3.77,"Roche Percee, Saskatchewan",49.06516125,-102.80377632937613
Saskatchewan,Rockglen,Annual,3.82,5.02,4.78,5.0,7.2,3.82,"Rockglen, Saskatchewan",49.1793978,-105.94724
Saskatchewan,Rose Valley,Annual,3.72,4.72,4.49,4.71,6.81,3.52,"Rose Valley, Saskatchewan",52.2897456,-103.8116643
Saskatchewan,Rosenhof,Annual,3.8,4.95,4.7,4.93,7.07,3.76,"Rosenhof, Saskatchewan",50.2075444,-107.5743238
Saskatchewan,Rosetown,Annual,3.86,4.94,4.69,4.92,7.09,3.68,"Rosetown, Saskatchewan",51.554815,-107.9912859
Saskatchewan,Rosthern,Annual,3.84,4.84,4.6,4.82,6.97,3.54,"Rosthern, Saskatchewan",52.663891,-106.335297
